typL,liczbaL,typS,liczbS,typP,liczbaP
konnica,341,artylerzysci,148,artylerzysci,7
piechurzy,7,artylerzysci,492,konnica,53
artylerzysci,167,konnica,325,artylerzysci,28
piechurzy,344,artylerzysci,194,konnica,142
piechurzy,256,artylerzysci,306,konnica,113
artylerzysci,195,konnica,20,konnica,98
konnica,229,artylerzysci,210,konnica,51
konnica,469,konnica,23,piechurzy,1
artylerzysci,409,konnica,3,artylerzysci,29
konnica,69,artylerzysci,258,piechurzy,189
artylerzysci,40,artylerzysci,161,artylerzysci,270
konnica,274,piechurzy,50,konnica,88
konnica,226,konnica,174,konnica,20
konnica,55,artylerzysci,269,artylerzysci,47
artylerzysci,161,artylerzysci,251,konnica,14
artylerzysci,283,piechurzy,222,konnica,32
konnica,227,artylerzysci,212,piechurzy,38
konnica,289,piechurzy,85,konnica,98
artylerzysci,289,artylerzysci,213,konnica,41
piechurzy,420,konnica,93,konnica,173
piechurzy,201,artylerzysci,180,artylerzysci,131
piechurzy,368,konnica,84,artylerzysci,190
konnica,403,artylerzysci,81,artylerzysci,33
piechurzy,463,konnica,137,artylerzysci,116
konnica,278,konnica,6,piechurzy,32
artylerzysci,375,konnica,157,piechurzy,14
konnica,97,piechurzy,55,piechurzy,104
artylerzysci,101,konnica,311,artylerzysci,15
piechurzy,410,konnica,44,konnica,29
konnica,112,artylerzysci,26,piechurzy,360
artylerzysci,401,piechurzy,139,artylerzysci,52
artylerzysci,435,artylerzysci,53,piechurzy,2
piechurzy,459,piechurzy,25,konnica,173
konnica,35,artylerzysci,134,piechurzy,305
piechurzy,54,piechurzy,454,artylerzysci,191
artylerzysci,218,konnica,310,piechurzy,13
konnica,120,konnica,6,artylerzysci,117
konnica,72,konnica,196,konnica,181
piechurzy,125,konnica,382,piechurzy,46
piechurzy,378,artylerzysci,18,artylerzysci,2
konnica,199,piechurzy,292,piechurzy,138
artylerzysci,485,piechurzy,39,piechurzy,115
artylerzysci,28,konnica,162,konnica,204
artylerzysci,121,artylerzysci,238,artylerzysci,36
piechurzy,322,artylerzysci,311,konnica,76
konnica,74,piechurzy,204,konnica,208
artylerzysci,74,konnica,229,konnica,48
artylerzysci,298,piechurzy,184,piechurzy,17
konnica,156,konnica,223,artylerzysci,44
piechurzy,81,konnica,268,piechurzy,112
piechurzy,350,konnica,9,piechurzy,47
konnica,95,konnica,181,piechurzy,7
piechurzy,75,piechurzy,380,artylerzysci,94
piechurzy,481,piechurzy,240,piechurzy,36
piechurzy,193,konnica,225,artylerzysci,170
konnica,412,artylerzysci,72,konnica,32
konnica,232,piechurzy,54,konnica,9
artylerzysci,435,artylerzysci,20,piechurzy,8
artylerzysci,164,konnica,188,artylerzysci,122
piechurzy,470,piechurzy,105,piechurzy,32
artylerzysci,373,artylerzysci,93,konnica,55
piechurzy,438,piechurzy,187,piechurzy,73
piechurzy,89,konnica,327,artylerzysci,68
piechurzy,253,konnica,106,konnica,152
piechurzy,51,konnica,194,artylerzysci,245
konnica,282,piechurzy,210,konnica,58
piechurzy,286,piechurzy,137,artylerzysci,47
konnica,486,konnica,4,piechurzy,8
artylerzysci,201,piechurzy,212,piechurzy,130
artylerzysci,229,artylerzysci,216,artylerzysci,69
artylerzysci,450,konnica,9,piechurzy,114
konnica,496,konnica,6,artylerzysci,2
konnica,82,artylerzysci,257,artylerzysci,3
piechurzy,58,piechurzy,154,artylerzysci,30
artylerzysci,291,piechurzy,71,konnica,42
artylerzysci,28,piechurzy,280,konnica,237
piechurzy,147,konnica,261,artylerzysci,39
artylerzysci,492,piechurzy,103,piechurzy,14
piechurzy,162,artylerzysci,67,konnica,353
piechurzy,254,artylerzysci,122,artylerzysci,65
piechurzy,50,konnica,428,konnica,46
konnica,231,piechurzy,245,piechurzy,42
artylerzysci,373,piechurzy,30,artylerzysci,131
artylerzysci,315,konnica,161,artylerzysci,73
artylerzysci,6,konnica,366,artylerzysci,52
piechurzy,270,piechurzy,200,piechurzy,46
artylerzysci,447,artylerzysci,3,artylerzysci,40
piechurzy,245,artylerzysci,1,konnica,10
konnica,369,artylerzysci,49,artylerzysci,9
konnica,98,piechurzy,73,artylerzysci,185
artylerzysci,373,piechurzy,175,konnica,84
piechurzy,284,artylerzysci,255,artylerzysci,112
artylerzysci,257,artylerzysci,196,artylerzysci,75
piechurzy,99,konnica,434,konnica,16
artylerzysci,228,konnica,198,artylerzysci,47
piechurzy,204,piechurzy,393,artylerzysci,163
artylerzysci,410,konnica,128,konnica,63
piechurzy,357,konnica,65,konnica,158
artylerzysci,218,artylerzysci,231,konnica,25
konnica,25,artylerzysci,28,artylerzysci,436
artylerzysci,59,artylerzysci,189,konnica,129
artylerzysci,91,konnica,258,konnica,165
konnica,233,artylerzysci,266,konnica,65
piechurzy,31,piechurzy,17,piechurzy,316
piechurzy,255,artylerzysci,111,piechurzy,98
piechurzy,90,konnica,206,piechurzy,209
konnica,445,konnica,21,artylerzysci,31
konnica,407,piechurzy,44,piechurzy,71
artylerzysci,482,piechurzy,31,piechurzy,49
piechurzy,223,konnica,77,artylerzysci,311
artylerzysci,459,piechurzy,117,artylerzysci,99
artylerzysci,214,artylerzysci,17,piechurzy,25
artylerzysci,397,piechurzy,102,piechurzy,50
konnica,273,konnica,227,artylerzysci,2
konnica,77,artylerzysci,250,piechurzy,116
artylerzysci,224,piechurzy,132,artylerzysci,103
konnica,136,konnica,233,piechurzy,67
artylerzysci,384,piechurzy,7,artylerzysci,18
piechurzy,116,konnica,24,artylerzysci,280
konnica,338,artylerzysci,123,artylerzysci,24
artylerzysci,37,artylerzysci,447,piechurzy,27
artylerzysci,129,artylerzysci,35,artylerzysci,311
konnica,318,konnica,110,piechurzy,40
artylerzysci,154,konnica,96,piechurzy,103
piechurzy,78,piechurzy,162,konnica,65
artylerzysci,286,konnica,110,artylerzysci,11
artylerzysci,434,artylerzysci,101,konnica,16
konnica,218,konnica,119,konnica,146
artylerzysci,402,piechurzy,159,artylerzysci,88
konnica,99,konnica,297,piechurzy,67
piechurzy,281,piechurzy,19,konnica,256
konnica,81,piechurzy,126,piechurzy,201
artylerzysci,413,artylerzysci,43,piechurzy,9
konnica,312,artylerzysci,152,artylerzysci,68
artylerzysci,10,konnica,156,konnica,273
konnica,145,piechurzy,151,artylerzysci,170
piechurzy,174,artylerzysci,104,konnica,304
konnica,136,piechurzy,68,konnica,286
piechurzy,157,konnica,32,konnica,71
artylerzysci,150,konnica,359,konnica,4
artylerzysci,217,artylerzysci,334,konnica,32
artylerzysci,366,konnica,175,piechurzy,42
konnica,199,piechurzy,187,piechurzy,205
artylerzysci,302,artylerzysci,231,konnica,55
piechurzy,428,artylerzysci,221,artylerzysci,96
konnica,297,piechurzy,116,piechurzy,127
artylerzysci,416,artylerzysci,51,artylerzysci,28
piechurzy,166,konnica,23,konnica,234
konnica,162,artylerzysci,154,konnica,49
piechurzy,392,piechurzy,272,konnica,29
piechurzy,321,konnica,184,artylerzysci,59
artylerzysci,59,piechurzy,120,konnica,118
artylerzysci,141,artylerzysci,65,artylerzysci,326
artylerzysci,324,piechurzy,226,piechurzy,80
piechurzy,303,konnica,69,artylerzysci,15
konnica,47,konnica,37,piechurzy,16
konnica,372,konnica,107,konnica,19
artylerzysci,240,artylerzysci,51,piechurzy,245
konnica,269,konnica,193,piechurzy,37
piechurzy,57,artylerzysci,277,piechurzy,183
konnica,359,piechurzy,128,piechurzy,79
artylerzysci,159,artylerzysci,223,piechurzy,88
piechurzy,125,konnica,29,piechurzy,58
konnica,348,konnica,119,artylerzysci,26
konnica,256,piechurzy,152,artylerzysci,135
artylerzysci,16,konnica,6,artylerzysci,224
konnica,418,konnica,81,artylerzysci,1
konnica,171,artylerzysci,40,artylerzysci,149
piechurzy,16,konnica,340,konnica,15
piechurzy,131,konnica,424,piechurzy,5
piechurzy,192,konnica,158,piechurzy,40
piechurzy,344,artylerzysci,74,konnica,175
konnica,397,piechurzy,4,artylerzysci,9
artylerzysci,415,piechurzy,125,konnica,28
artylerzysci,225,piechurzy,312,artylerzysci,25
konnica,26,artylerzysci,314,artylerzysci,57
artylerzysci,109,piechurzy,408,artylerzysci,187
artylerzysci,78,piechurzy,146,konnica,330
artylerzysci,378,artylerzysci,213,konnica,35
piechurzy,494,artylerzysci,88,konnica,173
konnica,226,konnica,268,artylerzysci,8
konnica,387,artylerzysci,52,artylerzysci,50
artylerzysci,56,artylerzysci,111,konnica,221
artylerzysci,66,artylerzysci,213,piechurzy,250
konnica,429,konnica,2,piechurzy,68
artylerzysci,287,konnica,167,piechurzy,98
artylerzysci,248,konnica,102,konnica,103
konnica,481,konnica,12,artylerzysci,4
piechurzy,449,konnica,32,piechurzy,215
artylerzysci,243,konnica,241,artylerzysci,20
artylerzysci,305,piechurzy,273,konnica,104
konnica,328,piechurzy,122,artylerzysci,80
artylerzysci,60,artylerzysci,432,artylerzysci,32
artylerzysci,173,konnica,292,piechurzy,40
konnica,215,artylerzysci,128,konnica,80
konnica,369,piechurzy,103,piechurzy,18
konnica,199,konnica,132,konnica,168
konnica,431,konnica,41,artylerzysci,28
konnica,410,konnica,79,konnica,11
piechurzy,404,artylerzysci,69,piechurzy,145
piechurzy,203,piechurzy,192,konnica,47
piechurzy,408,konnica,238,konnica,4
piechurzy,104,konnica,160,piechurzy,171
piechurzy,218,artylerzysci,97,artylerzysci,272
artylerzysci,301,artylerzysci,259,konnica,68
piechurzy,57,piechurzy,348,artylerzysci,263
konnica,134,piechurzy,29,piechurzy,174
artylerzysci,145,piechurzy,360,konnica,121
artylerzysci,132,konnica,225,konnica,63
artylerzysci,488,piechurzy,23,konnica,58
konnica,191,konnica,108,piechurzy,75
piechurzy,264,konnica,280,artylerzysci,65
piechurzy,303,artylerzysci,212,piechurzy,110
piechurzy,45,artylerzysci,212,piechurzy,184
piechurzy,268,piechurzy,277,piechurzy,71
konnica,130,konnica,319,artylerzysci,15
artylerzysci,118,artylerzysci,100,artylerzysci,95
piechurzy,152,piechurzy,105,artylerzysci,229
artylerzysci,31,piechurzy,337,artylerzysci,179
piechurzy,80,artylerzysci,413,artylerzysci,12
piechurzy,107,konnica,286,artylerzysci,88
artylerzysci,208,konnica,241,piechurzy,88
artylerzysci,479,artylerzysci,44,piechurzy,83
piechurzy,496,piechurzy,235,artylerzysci,40
piechurzy,353,artylerzysci,38,artylerzysci,289
konnica,392,konnica,77,artylerzysci,32
konnica,447,artylerzysci,11,piechurzy,44
artylerzysci,423,piechurzy,127,konnica,82
piechurzy,91,konnica,135,konnica,265
konnica,78,konnica,238,piechurzy,40
piechurzy,94,konnica,379,artylerzysci,76
piechurzy,53,konnica,455,piechurzy,13
piechurzy,402,artylerzysci,142,artylerzysci,30
piechurzy,405,artylerzysci,284,artylerzysci,56
piechurzy,403,konnica,46,piechurzy,187
piechurzy,303,piechurzy,73,artylerzysci,11
konnica,455,artylerzysci,43,artylerzysci,11
artylerzysci,56,piechurzy,391,piechurzy,212
piechurzy,397,artylerzysci,289,konnica,45
artylerzysci,321,artylerzysci,153,piechurzy,47
piechurzy,200,artylerzysci,241,piechurzy,50
konnica,244,konnica,22,artylerzysci,75
artylerzysci,25,piechurzy,303,artylerzysci,189
konnica,15,piechurzy,49,piechurzy,121
artylerzysci,156,artylerzysci,356,piechurzy,43
piechurzy,410,konnica,50,artylerzysci,162
piechurzy,310,artylerzysci,102,konnica,17
artylerzysci,399,artylerzysci,188,piechurzy,51
piechurzy,72,piechurzy,204,piechurzy,334
konnica,16,piechurzy,374,konnica,285
artylerzysci,242,konnica,10,piechurzy,144
piechurzy,322,konnica,280,piechurzy,53
artylerzysci,461,artylerzysci,14,artylerzysci,51
piechurzy,291,artylerzysci,240,konnica,79
konnica,178,konnica,139,artylerzysci,135
artylerzysci,15,piechurzy,183,artylerzysci,50
piechurzy,251,konnica,187,piechurzy,47
konnica,356,artylerzysci,96,artylerzysci,17
artylerzysci,188,artylerzysci,162,konnica,160
piechurzy,124,piechurzy,334,artylerzysci,241
piechurzy,55,konnica,206,konnica,190
piechurzy,385,artylerzysci,270,konnica,58
artylerzysci,198,piechurzy,254,konnica,215
piechurzy,67,artylerzysci,115,konnica,50
artylerzysci,321,konnica,257,konnica,4
konnica,382,artylerzysci,10,konnica,100
konnica,88,artylerzysci,206,artylerzysci,164
konnica,189,piechurzy,167,artylerzysci,15
artylerzysci,110,artylerzysci,132,konnica,158
konnica,450,piechurzy,39,artylerzysci,18
konnica,314,artylerzysci,177,konnica,24
piechurzy,373,konnica,103,konnica,145
konnica,241,piechurzy,179,konnica,31
artylerzysci,7,konnica,467,konnica,21
konnica,211,artylerzysci,134,artylerzysci,120
konnica,252,artylerzysci,45,piechurzy,177
artylerzysci,275,artylerzysci,140,artylerzysci,123
piechurzy,433,piechurzy,230,artylerzysci,138
artylerzysci,311,artylerzysci,185,piechurzy,14
konnica,105,piechurzy,157,piechurzy,193
konnica,162,artylerzysci,261,artylerzysci,129
artylerzysci,297,artylerzysci,269,artylerzysci,64
artylerzysci,158,konnica,372,konnica,8
piechurzy,189,artylerzysci,270,konnica,20
artylerzysci,163,piechurzy,43,artylerzysci,95
piechurzy,292,artylerzysci,328,piechurzy,12
piechurzy,15,piechurzy,432,piechurzy,39
piechurzy,175,piechurzy,365,konnica,19
konnica,6,artylerzysci,304,konnica,244
konnica,382,artylerzysci,15,artylerzysci,93
konnica,12,piechurzy,435,piechurzy,159
piechurzy,495,artylerzysci,67,artylerzysci,128
konnica,214,piechurzy,199,piechurzy,63
piechurzy,208,artylerzysci,21,artylerzysci,57
artylerzysci,298,konnica,52,konnica,32
artylerzysci,15,artylerzysci,308,konnica,105
konnica,43,konnica,313,piechurzy,98
piechurzy,375,piechurzy,88,konnica,36
artylerzysci,218,piechurzy,106,piechurzy,274
konnica,419,artylerzysci,11,piechurzy,13
piechurzy,469,artylerzysci,131,piechurzy,81
konnica,42,piechurzy,440,artylerzysci,190
artylerzysci,466,piechurzy,113,konnica,95
konnica,275,piechurzy,141,konnica,39
artylerzysci,11,piechurzy,234,konnica,253
artylerzysci,459,konnica,127,artylerzysci,10
konnica,213,piechurzy,173,piechurzy,92
konnica,48,artylerzysci,235,piechurzy,241
artylerzysci,202,konnica,194,artylerzysci,12
konnica,187,artylerzysci,306,konnica,45
konnica,300,artylerzysci,107,konnica,117
piechurzy,378,piechurzy,71,konnica,173
piechurzy,456,artylerzysci,33,konnica,226
piechurzy,132,piechurzy,160,konnica,48
konnica,20,artylerzysci,36,konnica,379
konnica,159,artylerzysci,92,piechurzy,90
piechurzy,213,konnica,98,piechurzy,124
artylerzysci,499,konnica,69,artylerzysci,34
konnica,384,artylerzysci,77,konnica,41
piechurzy,356,artylerzysci,294,artylerzysci,22
konnica,294,artylerzysci,28,konnica,77
konnica,173,konnica,223,konnica,50
artylerzysci,287,konnica,134,piechurzy,52
piechurzy,314,artylerzysci,228,konnica,97
piechurzy,356,piechurzy,294,piechurzy,125
piechurzy,100,konnica,99,piechurzy,347
konnica,320,piechurzy,166,konnica,71
artylerzysci,65,konnica,450,piechurzy,3
konnica,251,artylerzysci,4,konnica,95
artylerzysci,40,artylerzysci,262,piechurzy,137
artylerzysci,270,konnica,277,konnica,19
konnica,256,konnica,148,konnica,67
artylerzysci,395,artylerzysci,194,artylerzysci,19
konnica,400,konnica,7,artylerzysci,54
artylerzysci,239,konnica,280,konnica,34
konnica,141,konnica,190,piechurzy,98
artylerzysci,221,piechurzy,189,konnica,62
artylerzysci,344,konnica,129,konnica,112
konnica,33,konnica,139,piechurzy,225
piechurzy,328,konnica,334,artylerzysci,4
piechurzy,191,konnica,93,konnica,270
piechurzy,394,konnica,61,artylerzysci,144
konnica,466,artylerzysci,30,artylerzysci,5
artylerzysci,329,artylerzysci,114,konnica,68
artylerzysci,250,artylerzysci,24,piechurzy,283
artylerzysci,400,piechurzy,76,konnica,157
piechurzy,356,konnica,98,piechurzy,36
konnica,264,piechurzy,115,artylerzysci,123
artylerzysci,368,piechurzy,39,artylerzysci,203
artylerzysci,133,konnica,315,artylerzysci,73
artylerzysci,73,piechurzy,419,piechurzy,235
konnica,278,piechurzy,94,piechurzy,114
artylerzysci,189,konnica,146,artylerzysci,114
piechurzy,358,piechurzy,258,artylerzysci,58
artylerzysci,287,piechurzy,10,artylerzysci,38
piechurzy,238,artylerzysci,277,artylerzysci,32
artylerzysci,436,artylerzysci,164,artylerzysci,50
konnica,423,piechurzy,10,piechurzy,39
artylerzysci,134,piechurzy,233,piechurzy,56
artylerzysci,419,artylerzysci,152,piechurzy,13
artylerzysci,380,piechurzy,28,piechurzy,81
piechurzy,213,piechurzy,128,artylerzysci,280
piechurzy,337,artylerzysci,117,piechurzy,41
konnica,237,konnica,155,artylerzysci,61
artylerzysci,107,konnica,315,artylerzysci,48
artylerzysci,374,artylerzysci,107,piechurzy,49
artylerzysci,345,piechurzy,217,konnica,27
piechurzy,381,konnica,77,piechurzy,155
artylerzysci,170,artylerzysci,224,artylerzysci,75
piechurzy,81,artylerzysci,201,artylerzysci,244
artylerzysci,421,artylerzysci,162,konnica,46
konnica,4,piechurzy,352,piechurzy,228
piechurzy,450,artylerzysci,141,konnica,26
piechurzy,494,konnica,145,artylerzysci,5
piechurzy,240,konnica,107,artylerzysci,270
piechurzy,175,artylerzysci,399,konnica,5
konnica,93,artylerzysci,96,artylerzysci,138
artylerzysci,67,artylerzysci,93,konnica,150
artylerzysci,424,artylerzysci,45,konnica,43
konnica,342,piechurzy,9,piechurzy,95
konnica,292,piechurzy,170,artylerzysci,69
konnica,80,piechurzy,409,konnica,161
konnica,148,piechurzy,122,artylerzysci,13
piechurzy,335,artylerzysci,170,konnica,164
piechurzy,125,piechurzy,68,konnica,44
artylerzysci,172,artylerzysci,334,piechurzy,82
piechurzy,203,piechurzy,167,piechurzy,21
konnica,113,artylerzysci,124,artylerzysci,154
konnica,281,konnica,189,artylerzysci,1
konnica,422,artylerzysci,2,piechurzy,49
artylerzysci,406,konnica,31,konnica,114
piechurzy,91,konnica,268,piechurzy,162
artylerzysci,101,konnica,52,konnica,150
piechurzy,204,artylerzysci,338,konnica,43
piechurzy,190,piechurzy,139,artylerzysci,5
piechurzy,291,artylerzysci,224,piechurzy,141
piechurzy,409,konnica,255,konnica,9
konnica,258,konnica,69,konnica,123
artylerzysci,149,artylerzysci,37,konnica,97
piechurzy,128,konnica,344,piechurzy,53
artylerzysci,224,piechurzy,166,konnica,107
piechurzy,263,piechurzy,318,konnica,191
artylerzysci,502,konnica,44,artylerzysci,73
konnica,106,artylerzysci,61,artylerzysci,131
piechurzy,402,konnica,196,piechurzy,15
konnica,36,artylerzysci,100,piechurzy,157
artylerzysci,435,konnica,154,piechurzy,10
konnica,437,artylerzysci,62,artylerzysci,11
artylerzysci,155,artylerzysci,3,piechurzy,215
artylerzysci,205,artylerzysci,130,artylerzysci,189
artylerzysci,201,konnica,76,konnica,9
piechurzy,211,piechurzy,179,artylerzysci,78
konnica,149,piechurzy,199,konnica,171
artylerzysci,121,konnica,204,artylerzysci,156
artylerzysci,474,artylerzysci,115,konnica,9
piechurzy,396,artylerzysci,301,piechurzy,50
piechurzy,244,konnica,32,artylerzysci,60
konnica,39,konnica,462,konnica,2
artylerzysci,151,piechurzy,336,konnica,208
piechurzy,127,konnica,86,piechurzy,172
artylerzysci,273,artylerzysci,280,artylerzysci,34
konnica,78,konnica,337,artylerzysci,73
konnica,94,konnica,317,artylerzysci,80
piechurzy,125,konnica,427,konnica,4
piechurzy,105,artylerzysci,352,konnica,110
piechurzy,339,konnica,18,artylerzysci,301
konnica,358,piechurzy,126,konnica,23
konnica,110,piechurzy,373,artylerzysci,154
konnica,443,artylerzysci,59,konnica,13
konnica,65,artylerzysci,250,piechurzy,32
artylerzysci,235,konnica,272,piechurzy,8
artylerzysci,376,artylerzysci,15,konnica,179
piechurzy,37,artylerzysci,192,konnica,237
artylerzysci,267,konnica,118,piechurzy,74
konnica,74,piechurzy,199,artylerzysci,260
konnica,278,konnica,6,artylerzysci,149
artylerzysci,389,piechurzy,97,artylerzysci,147
artylerzysci,285,artylerzysci,279,artylerzysci,37
artylerzysci,231,konnica,182,piechurzy,8
artylerzysci,346,artylerzysci,177,artylerzysci,65
piechurzy,257,artylerzysci,322,piechurzy,11
konnica,96,konnica,42,konnica,320
artylerzysci,117,konnica,241,piechurzy,22
artylerzysci,442,artylerzysci,31,konnica,21
konnica,432,piechurzy,23,piechurzy,45
piechurzy,148,piechurzy,195,konnica,272
artylerzysci,1,piechurzy,481,konnica,2
konnica,467,artylerzysci,6,konnica,23
artylerzysci,479,konnica,113,piechurzy,14
artylerzysci,254,artylerzysci,156,konnica,31
piechurzy,349,piechurzy,77,artylerzysci,270
konnica,43,piechurzy,192,artylerzysci,330
artylerzysci,455,konnica,6,konnica,120
artylerzysci,170,artylerzysci,346,artylerzysci,20
piechurzy,472,artylerzysci,64,piechurzy,98
piechurzy,185,artylerzysci,97,konnica,232
piechurzy,55,piechurzy,117,artylerzysci,71
artylerzysci,56,artylerzysci,25,konnica,194
artylerzysci,22,artylerzysci,153,konnica,20
konnica,473,piechurzy,3,artylerzysci,3
artylerzysci,320,piechurzy,192,piechurzy,83
konnica,468,konnica,30,artylerzysci,2
piechurzy,357,konnica,148,artylerzysci,8
artylerzysci,258,konnica,35,piechurzy,232
piechurzy,318,piechurzy,98,piechurzy,136
piechurzy,425,piechurzy,255,piechurzy,84
piechurzy,398,artylerzysci,265,artylerzysci,6
artylerzysci,401,artylerzysci,174,artylerzysci,54
konnica,27,piechurzy,401,piechurzy,177
konnica,188,artylerzysci,313,artylerzysci,72
